# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
1.011461,431.795576,3.091368,-1.893324
1.022156,432.976690,3.099726,-1.897961
1.032851,434.172002,3.108185,-1.902653
1.043546,435.381505,3.116744,-1.907401
1.054241,436.605186,3.125403,-1.912204
1.066546,438.030642,3.135491,-1.917800
1.078851,439.474840,3.145710,-1.923469
1.091156,440.937767,3.156063,-1.929212
1.103462,442.419405,3.166548,-1.935028
1.115767,443.919738,3.177165,-1.940917
1.128072,445.438751,3.187914,-1.946880
1.137055,446.559476,3.195845,-1.951279
1.138443,446.733482,3.197076,-1.951962
1.139830,446.907724,3.198309,-1.952646
1.141218,447.082204,3.199544,-1.953331
1.142606,447.256921,3.200780,-1.954017
1.145381,447.607067,3.203258,-1.955392
1.148156,447.958161,3.205742,-1.956770
1.150932,448.310203,3.208234,-1.958152
1.160539,449.536180,3.216909,-1.962964
1.167836,450.474952,3.223552,-1.966649
1.175133,451.420273,3.230242,-1.970360
1.182430,452.372142,3.236978,-1.974097
1.190896,453.484652,3.244851,-1.978464
1.199361,454.605967,3.252786,-1.982866
1.207827,455.736085,3.260783,-1.987302
1.216292,456.875001,3.268842,-1.991773
1.231727,458.974103,3.283697,-2.000012
1.247162,461.102416,3.298758,-2.008367
1.262596,463.259915,3.314025,-2.016836
1.278031,465.446569,3.329499,-2.025420
1.293465,467.662348,3.345179,-2.034118
1.308900,469.907217,3.361065,-2.042930
1.311138,470.235237,3.363386,-2.044218
1.313377,470.563867,3.365711,-2.045508
1.315616,470.893109,3.368041,-2.046800
1.317854,471.222961,3.370375,-2.048095
1.321436,471.751893,3.374118,-2.050171
1.325017,472.282389,3.377872,-2.052254
1.328598,472.814446,3.381637,-2.054342
1.335780,473.886111,3.389221,-2.058549
1.342961,474.964053,3.396849,-2.062780
1.350143,476.048267,3.404522,-2.067036
1.361545,477.782486,3.416794,-2.073844
1.372946,479.532495,3.429178,-2.080714
1.384348,481.298278,3.441673,-2.087645
1.395750,483.079821,3.454280,-2.094639
1.408387,485.072812,3.468384,-2.102462
1.421025,487.085127,3.482624,-2.110361
1.433662,489.116749,3.497000,-2.118336
1.446299,491.167656,3.511514,-2.126387
1.458937,493.237829,3.526163,-2.134513
1.461191,493.609220,3.528791,-2.135971
1.463446,493.981224,3.531424,-2.137432
1.465701,494.353840,3.534061,-2.138894
1.470210,495.100909,3.539347,-2.141827
1.474720,495.850425,3.544651,-2.144769
1.479230,496.602389,3.549972,-2.147721
1.491283,498.624179,3.564280,-2.155657
1.503335,500.663418,3.578710,-2.163662
1.515388,502.720081,3.593264,-2.171736
1.530055,505.246165,3.611140,-2.181652
1.544721,507.797943,3.629198,-2.191669
1.559387,510.375343,3.647436,-2.201786
1.574054,512.978297,3.665856,-2.212004
1.587960,515.469878,3.683488,-2.221784
1.601866,517.984307,3.701281,-2.231655
1.615772,520.521530,3.719236,-2.241614
1.643173,525.587311,3.755084,-2.261500
1.661178,528.963910,3.778978,-2.274755
1.679183,532.378286,3.803140,-2.288158
1.697188,535.830301,3.827568,-2.301708
1.715193,539.319815,3.852262,-2.315406
1.740342,544.256437,3.887195,-2.334785
1.759501,548.065807,3.914152,-2.349738
1.778660,551.917080,3.941406,-2.364856
1.782251,552.643585,3.944287,-2.365883
1.785841,553.371555,3.944597,-2.364832
1.789432,554.100989,3.944907,-2.363777
1.796614,555.564241,3.945530,-2.361663
1.803796,557.033334,3.946155,-2.359540
1.810978,558.508259,3.946783,-2.357409
1.820833,560.541634,3.947648,-2.354471
1.830688,562.585950,3.948518,-2.351517
1.840543,564.641180,3.949393,-2.348547
1.850398,566.707297,3.950272,-2.345561
1.860253,568.784276,3.951156,-2.342560
1.870108,570.872092,3.952045,-2.339543
1.879963,572.970719,3.952938,-2.336511
1.892526,575.661653,3.954083,-2.332622
1.905090,578.370060,3.955236,-2.328709
1.917653,581.095885,3.956396,-2.324770
1.930216,583.839074,3.957563,-2.320806
1.942779,586.599574,3.958738,-2.316817
1.955342,589.377330,3.959920,-2.312803
1.967905,592.172286,3.961109,-2.308764
1.980468,594.984387,3.962306,-2.304701
1.993031,597.813575,3.963510,-2.300613
2.005594,600.659793,3.964722,-2.296500
2.021123,604.201499,3.966229,-2.291382
2.036653,607.769001,3.967747,-2.286227
2.052182,611.362168,3.969276,-2.281035
2.067712,614.980869,3.970816,-2.275806
2.083241,618.624968,3.972367,-2.270540
2.098771,622.294334,3.973929,-2.265238
2.114300,625.988841,3.975501,-2.259899
2.133197,630.518188,3.977429,-2.253354
2.152094,635.084342,3.979372,-2.246756
2.170991,639.687102,3.981331,-2.240105
2.192839,645.054106,3.983615,-2.232350
2.214687,650.469459,3.985919,-2.224525
2.236535,655.932793,3.988244,-2.216630
2.258384,661.443765,3.990590,-2.208667
2.292426,670.124806,3.994284,-2.196123
2.319835,677.196914,3.997294,-2.185903
2.347245,684.341966,4.000335,-2.175579
2.374654,691.559283,4.003406,-2.165150
2.402063,698.848188,4.006508,-2.154617
2.433951,707.417245,4.010155,-2.142235
2.465839,716.080997,4.013842,-2.129716
2.497727,724.838062,4.017569,-2.117062
2.529615,733.686976,4.021335,-2.104275
2.556072,741.097341,4.024488,-2.093567
2.582528,748.569254,4.027668,-2.082770
2.608985,756.102049,4.030874,-2.071885
2.635441,763.695040,4.034105,-2.060913
2.661897,771.347515,4.037362,-2.049855
2.688354,779.058751,4.041105,-2.044943
2.714810,786.828022,4.045159,-2.043806
2.719281,788.146504,4.045847,-2.043613
2.723751,789.466618,4.046536,-2.043420
2.728222,790.788362,4.047226,-2.043226
2.732692,792.111731,4.047916,-2.043032
2.741633,794.763335,4.049300,-2.042644
2.750574,797.421400,4.050687,-2.042255
2.759515,800.085900,4.052077,-2.041865
2.768456,802.756805,4.053471,-2.041474
2.784923,807.692853,4.056046,-2.040752
2.801391,812.650361,4.058633,-2.040026
2.817859,817.629153,4.061231,-2.039297
2.834326,822.629066,4.063840,-2.038565
2.850794,827.649942,4.066460,-2.037831
2.867691,832.823432,4.069159,-2.037073
2.884589,838.018613,4.071870,-2.036313
2.901486,843.235246,4.074592,-2.035549
2.904133,844.054308,4.075019,-2.035429
2.906779,844.873888,4.075447,-2.035309
2.909426,845.693985,4.075875,-2.035189
2.912073,846.514596,4.076303,-2.035069
2.917367,848.157355,4.077160,-2.034829
2.922660,849.802152,4.078018,-2.034588
2.927954,851.448973,4.078877,-2.034347
2.933248,853.097804,4.079738,-2.034106
2.946082,857.103759,4.081828,-2.033519
2.958917,861.121226,4.083924,-2.032931
2.971752,865.150015,4.086026,-2.032341
2.989482,870.733851,4.088940,-2.031524
2.992092,871.557601,4.089370,-2.031403
2.994702,872.381798,4.089800,-2.031283
2.997313,873.206440,4.090230,-2.031162
3.002533,874.857043,4.091091,-2.030921
3.007753,876.509380,4.091954,-2.030679
3.012973,878.163408,4.092817,-2.030437
3.019585,880.260853,4.093911,-2.030130
3.026197,882.360839,4.095007,-2.029822
3.032809,884.463271,4.096104,-2.029514
3.045181,888.402992,4.098159,-2.028938
3.057552,892.350264,4.100219,-2.028360
3.069923,896.304478,4.102282,-2.027781
3.084802,901.068955,4.104768,-2.027084
3.099682,905.841600,4.107259,-2.026385
3.114561,910.621240,4.109753,-2.025686
3.129441,915.406814,4.112250,-2.024985
3.146192,920.800327,4.115064,-2.024196
3.162944,926.198617,4.117881,-2.023405
3.179696,931.600254,4.120699,-2.022615
3.196447,937.003827,4.123519,-2.021824
3.218678,944.175360,4.127261,-2.020774
3.240908,951.344671,4.131001,-2.019725
3.263139,958.508636,4.134739,-2.018676
3.285369,965.664200,4.138473,-2.017629
3.289526,967.000880,4.139171,-2.017433
3.293682,968.337142,4.139868,-2.017237
3.297839,969.672967,4.140565,-2.017042
3.301995,971.008338,4.141262,-2.016846
3.308454,973.082510,4.142344,-2.016543
3.314913,975.155512,4.143425,-2.016239
3.321372,977.227315,4.144507,-2.015936
3.333689,981.174770,4.146566,-2.015358
3.346006,985.117540,4.148624,-2.014781
3.358323,989.055426,4.150678,-2.014205
3.384188,997.308178,4.154984,-2.012997
3.402138,1003.021472,4.154235,-2.012523
3.405216,1003.999636,4.152995,-2.012550
3.408293,1004.977439,4.151756,-2.012577
3.411370,1005.954882,4.150517,-2.012604
3.417524,1007.908682,4.148041,-2.012657
3.423678,1009.861033,4.145566,-2.012711
3.429832,1011.811931,4.143094,-2.012765
3.445567,1016.793129,4.136781,-2.012902
3.457965,1020.711437,4.131815,-2.013009
3.470363,1024.623755,4.126856,-2.013117
3.482762,1028.530051,4.121905,-2.013224
3.497609,1033.200019,4.115987,-2.013353
3.512456,1037.861246,4.110079,-2.013481
3.527304,1042.513678,4.104182,-2.013609
3.548539,1049.152331,4.095769,-2.013791
3.569774,1055.772728,4.087378,-2.013973
3.591009,1062.374679,4.079011,-2.014155
3.612245,1068.957995,4.070667,-2.014336
3.643515,1078.617989,4.058424,-2.014602
3.674785,1088.236461,4.046233,-2.014866
3.706055,1097.812617,4.034097,-2.015129
3.737325,1107.345568,4.022014,-2.015391
3.768595,1116.834321,4.009988,-2.015652
3.799865,1126.277795,3.998020,-2.015912
3.831135,1135.674898,3.986110,-2.016170
3.862405,1145.024566,3.974260,-2.016427
3.893676,1154.325772,3.962472,-2.016683
3.897440,1155.442090,3.961057,-2.016714
3.901204,1156.557689,3.959643,-2.016745
3.904968,1157.672570,3.958230,-2.016775
3.911307,1159.548583,3.955852,-2.016827
3.917647,1161.422564,3.953477,-2.016878
3.923986,1163.294519,3.951105,-2.016930
3.946199,1169.837686,3.942812,-2.017110
3.968411,1176.356303,3.934550,-2.017289
3.990623,1182.850596,3.926319,-2.017467
4.025345,1192.954218,3.913514,-2.017745
4.060068,1202.999770,3.900782,-2.018021
4.094790,1212.988169,3.888123,-2.018296
4.129512,1222.920252,3.875535,-2.018569
4.176689,1236.325860,3.858545,-2.018938
4.223865,1249.630926,3.841682,-2.019304
4.271041,1262.837337,3.824944,-2.019667
4.318217,1275.946918,3.808329,-2.020027
4.388829,1295.391934,3.783684,-2.020562
4.459442,1314.629599,3.759303,-2.021091
4.530054,1333.665313,3.735177,-2.021614
4.586224,1348.666794,3.716164,-2.022027
4.642394,1363.545736,3.697306,-2.022436
4.698564,1378.303956,3.678602,-2.022842
4.754734,1392.942963,3.660048,-2.023244
4.823175,1410.620897,3.637643,-2.023730
4.891616,1428.126435,3.615457,-2.024211
4.960057,1445.462039,3.593486,-2.024688
5.028498,1462.630225,3.571727,-2.025160
5.040861,1465.713980,3.567818,-2.025245
5.053225,1468.792368,3.563917,-2.025330
5.065589,1471.865402,3.560637,-2.028195
5.077953,1474.933095,3.557572,-2.032005
5.094136,1478.940334,3.553569,-2.036982
5.110318,1482.938477,3.549575,-2.041948
5.126501,1486.927557,3.545590,-2.046902
5.142684,1490.907603,3.541614,-2.051845
5.160958,1495.391004,3.537136,-2.057414
5.179231,1499.862970,3.532668,-2.062968
5.197504,1504.323543,3.528212,-2.068508
5.215778,1508.772766,3.523768,-2.074034
5.236738,1513.862270,3.518683,-2.080355
5.257699,1518.936962,3.513614,-2.086657
5.278659,1523.996904,3.508559,-2.092942
5.299619,1529.042159,3.503519,-2.099208
5.328568,1535.986203,3.496582,-2.107832
5.357517,1542.902515,3.489673,-2.116422
5.386465,1549.791256,3.482792,-2.124978
5.415414,1556.652586,3.475937,-2.133500
5.453612,1565.664366,3.466935,-2.144692
5.491809,1574.629059,3.457980,-2.155826
5.530007,1583.547025,3.449071,-2.166902
5.568204,1592.418634,3.440209,-2.177920
5.606402,1601.244272,3.431392,-2.188882
5.644599,1610.024336,3.422621,-2.199786
5.682796,1618.759231,3.413895,-2.210635
5.720994,1627.449355,3.405214,-2.221428
5.759191,1636.095096,3.396577,-2.232166
5.797389,1644.696833,3.387985,-2.242849
5.839426,1654.112806,3.378578,-2.254544
5.881463,1663.476419,3.369224,-2.266173
5.923500,1672.788147,3.359922,-2.277738
5.965538,1682.048460,3.350672,-2.289239
6.013629,1692.580098,3.340151,-2.302319
6.061721,1703.045712,3.329696,-2.315317
6.109813,1713.445960,3.319307,-2.328234
6.157905,1723.781485,3.308982,-2.341071
6.235563,1740.336029,3.292445,-2.361631
6.313221,1756.726022,3.276072,-2.381987
6.390879,1772.953963,3.259860,-2.402142
6.468536,1789.022269,3.243809,-2.422099
6.546194,1804.933279,3.227914,-2.441860
6.623852,1820.689259,3.212175,-2.461429
6.701510,1836.292407,3.196588,-2.480808
6.779168,1851.744852,3.181151,-2.499999
6.856825,1867.048658,3.165863,-2.519006
6.934483,1882.205821,3.150722,-2.537831
7.025089,1899.707461,3.133238,-2.559568
7.115696,1917.015097,3.115949,-2.581064
7.206302,1934.131617,3.098850,-2.602322
7.296908,1951.059817,3.081939,-2.623347
7.345168,1960.000456,3.073008,-2.634451
7.351287,1961.130260,3.072687,-2.638122
7.357406,1962.259225,3.072506,-2.642185
7.363524,1963.387352,3.072326,-2.646245
7.375762,1965.641095,3.071966,-2.654355
7.387999,1967.891493,3.071607,-2.662454
7.400236,1970.138554,3.071248,-2.670541
7.420695,1973.887735,3.070649,-2.684033
7.437684,1976.994043,3.070152,-2.695212
7.454672,1980.093967,3.069657,-2.706368
7.471661,1983.187524,3.069163,-2.717501
7.499089,1988.168609,3.068367,-2.735426
7.519653,1991.892190,3.067772,-2.748827
7.540216,1995.606537,3.067179,-2.762194
7.560779,1999.311677,3.066587,-2.775527
7.581343,2003.007638,3.065996,-2.788828
7.611368,2008.387746,3.065137,-2.808190
7.633859,2012.405198,3.064495,-2.822648
7.656350,2016.411790,3.063855,-2.837067
7.678841,2020.407557,3.063217,-2.851446
7.701333,2024.392533,3.062580,-2.865787
7.731799,2029.773301,3.061720,-2.885151
7.762265,2035.134421,3.060864,-2.904445
7.792730,2040.475977,3.060010,-2.923668
7.823196,2045.798055,3.059160,-2.942821
7.859661,2052.142609,3.058147,-2.965653
7.896126,2058.459518,3.057137,-2.988386
7.932591,2064.748924,3.056133,-3.011020
7.969056,2071.010966,3.055132,-3.033556
8.005521,2077.245778,3.054136,-3.055993
8.041986,2083.453498,3.053144,-3.078333
8.078451,2089.634258,3.052157,-3.100576
8.124554,2097.410279,3.050915,-3.128560
8.170657,2105.143681,3.049679,-3.156391
8.216760,2112.834725,3.048450,-3.184069
8.262863,2120.483668,3.047228,-3.211596
8.314268,2128.962845,3.045874,-3.242110
8.365672,2137.390343,3.044527,-3.272439
8.417077,2145.766503,3.043189,-3.302583
8.468481,2154.091662,3.041859,-3.332543
8.547728,2166.826789,3.039824,-3.378374
8.626974,2179.442682,3.037809,-3.423775
8.706221,2191.940504,3.035812,-3.468752
8.785467,2204.321396,3.033834,-3.513307
8.884494,2219.629900,3.031389,-3.568399
8.983520,2234.759671,3.028971,-3.622847
9.082547,2249.712775,3.026582,-3.676660
9.181573,2264.491219,3.024221,-3.729844
9.280600,2279.096960,3.021888,-3.782406
9.379626,2293.531902,3.019582,-3.834354
9.478653,2307.797898,3.017303,-3.885694
9.577679,2321.896758,3.015050,-3.936433
9.676706,2335.830241,3.012824,-3.986576
9.775732,2349.600064,3.010624,-4.036130
9.874759,2363.207902,3.008450,-4.085101
9.973785,2376.655387,3.006302,-4.133495
10.072812,2389.944110,3.004179,-4.181318
10.171838,2403.075624,3.002081,-4.228575
10.270865,2416.051446,3.000008,-4.275272
10.348953,2426.174782,2.998391,-4.311704
10.410982,2434.148444,2.997117,-4.340399
10.473012,2442.062396,2.995852,-4.368879
10.535041,2449.916983,2.994598,-4.397146
10.597071,2457.712543,2.993352,-4.425200
10.713609,2472.199994,2.991038,-4.477337
10.768056,2478.898227,2.988213,-4.496077
10.776497,2479.932679,2.987406,-4.497836
10.784939,2480.966063,2.986600,-4.499594
10.793380,2481.998378,2.985794,-4.501351
10.810262,2484.059804,2.984186,-4.504857
10.827144,2486.116965,2.982581,-4.508357
10.844026,2488.169868,2.980979,-4.511849
10.860908,2490.218518,2.979381,-4.515334
10.885992,2493.254497,2.977012,-4.520499
10.911075,2496.281124,2.974650,-4.525648
10.936158,2499.298418,2.972296,-4.530781
10.961241,2502.306399,2.969949,-4.535898
10.986324,2505.305088,2.967610,-4.540999
11.019036,2509.201958,2.964569,-4.547628
11.051749,2513.083101,2.961541,-4.554231
11.084461,2516.948561,2.958525,-4.560807
11.117174,2520.798383,2.955521,-4.567356
11.149886,2524.632608,2.952530,-4.573878
11.191302,2529.464587,2.948760,-4.582098
11.232717,2534.271723,2.945009,-4.590276
11.274133,2539.054100,2.941278,-4.598412
11.315548,2543.811802,2.937566,-4.606505
11.356963,2548.544915,2.933873,-4.614557
11.412666,2554.872160,2.928936,-4.625321
11.468368,2561.155273,2.924034,-4.636009
11.524070,2567.394450,2.919166,-4.646623
11.579773,2573.589886,2.914332,-4.657163
11.635475,2579.741772,2.909532,-4.667628
11.699352,2586.743161,2.904070,-4.679538
11.763230,2593.687812,2.898651,-4.691352
11.827107,2600.576004,2.893277,-4.703070
11.890984,2607.408010,2.887947,-4.714693
11.954861,2614.184102,2.882660,-4.726220
12.018739,2620.904544,2.877416,-4.737653
12.082616,2627.569601,2.872216,-4.748991
12.146493,2634.179532,2.867059,-4.760235
12.210371,2640.734593,2.861944,-4.771387
12.274248,2647.235035,2.856873,-4.782445
12.347756,2654.648305,2.851089,-4.795056
12.421265,2661.989945,2.845360,-4.807546
12.494773,2669.260323,2.839688,-4.819914
12.568281,2676.459801,2.834071,-4.832161
12.657203,2685.074595,2.827349,-4.846816
12.746124,2693.586779,2.820708,-4.861297
12.835045,2701.996955,2.814146,-4.875604
12.923967,2710.305717,2.807663,-4.889739
13.012888,2718.513649,2.801259,-4.903702
13.131251,2729.283762,2.792856,-4.922023
13.249614,2739.877551,2.784591,-4.940045
13.367977,2750.296305,2.776462,-4.957769
13.486340,2760.541278,2.768468,-4.975197
13.617089,2771.657725,2.759795,-4.994108
13.747837,2782.565221,2.751285,-5.012664
13.878585,2793.265321,2.742936,-5.030866
14.009334,2803.759538,2.734748,-5.048719
14.140082,2814.049345,2.726720,-5.066223
14.270830,2824.136173,2.718850,-5.083383
14.401579,2834.021415,2.711137,-5.100199
14.532327,2843.706425,2.703581,-5.116675
14.637518,2851.353838,2.697614,-5.129684
14.742708,2858.873168,2.691747,-5.142476
14.847899,2866.265067,2.685980,-5.155051
14.953090,2873.530171,2.680312,-5.167410
15.058281,2880.669108,2.674742,-5.179554
15.163471,2887.682491,2.669270,-5.191485
15.249510,2893.326029,2.664866,-5.201086
15.335549,2898.886288,2.660528,-5.210545
15.421588,2904.363579,2.656255,-5.219863
15.507627,2909.758208,2.652046,-5.229040
15.593665,2915.070480,2.647901,-5.238077
15.679704,2920.300694,2.643820,-5.246974
15.765743,2925.449141,2.639803,-5.255733
15.851782,2930.516106,2.635850,-5.264352
15.937821,2935.501867,2.631960,-5.272834
16.023859,2940.406697,2.628133,-5.281178
16.109898,2945.230866,2.624369,-5.289384
16.195937,2949.974640,2.620668,-5.297454
16.281976,2954.638280,2.617029,-5.305388
16.368015,2959.222041,2.613453,-5.313186
16.454054,2963.726169,2.609939,-5.320848
16.540092,2968.150909,2.606486,-5.328375
16.626131,2972.496498,2.603096,-5.335768
16.712170,2976.763174,2.599767,-5.343026
16.798209,2980.951169,2.596499,-5.350151
16.884248,2985.060708,2.593293,-5.357142
16.970286,2989.092014,2.590148,-5.363999
17.056325,2993.045301,2.587063,-5.370725
17.142364,2996.920783,2.584039,-5.377317
17.228403,3000.718667,2.581076,-5.383778
17.314442,3004.439160,2.578173,-5.390107
17.400481,3008.082461,2.575331,-5.396305
17.504686,3012.391947,2.571968,-5.403636
17.608891,3016.588835,2.568694,-5.410776
17.713097,3020.673460,2.564890,-5.417095
17.733938,3021.476942,2.563200,-5.417376
17.754779,3022.275949,2.561520,-5.417656
17.775620,3023.070484,2.559849,-5.417935
17.796461,3023.860549,2.558188,-5.418212
17.838143,3025.427283,2.554893,-5.418761
17.879825,3026.976169,2.551636,-5.419304
17.921508,3028.507231,2.548416,-5.419841
17.963190,3030.020486,2.545233,-5.420371
18.070738,3033.842891,2.537195,-5.421711
18.178287,3037.547212,2.529405,-5.423009
18.254763,3040.109643,2.524016,-5.423907
18.331239,3042.612635,2.518752,-5.424785
18.407716,3045.056298,2.513613,-5.425641
18.484192,3047.440746,2.508599,-5.426477
18.560669,3049.766087,2.503709,-5.427292
18.655277,3052.561134,2.497831,-5.428272
18.749886,3055.266100,2.492142,-5.429220
18.844495,3057.881189,2.486643,-5.430137
18.939103,3060.406602,2.481332,-5.431022
19.033712,3062.842540,2.476209,-5.431876
19.194918,3066.787634,2.467912,-5.433259
19.356123,3070.474510,2.460159,-5.434551
19.517329,3073.904158,2.452946,-5.435753
19.678535,3077.077592,2.446273,-5.436865
19.839741,3079.995866,2.440136,-5.437888
20.000946,3082.660091,2.434533,-5.438822
20.162152,3085.071456,2.429462,-5.439667
20.323358,3087.231250,2.424920,-5.440424
20.484563,3089.140877,2.420904,-5.441094
20.616568,3090.519368,2.418005,-5.441577
20.748572,3091.732080,2.415454,-5.442002
20.880576,3092.780020,2.413251,-5.442369
20.989881,3093.523822,2.411686,-5.442630
21.099186,3094.156051,2.410357,-5.442852
21.208491,3094.677396,2.409260,-5.443034
21.317795,3095.088574,2.408396,-5.443178
21.427100,3095.390312,2.407761,-5.443284
21.516471,3095.556206,2.407412,-5.443342
21.605843,3095.649791,2.407215,-5.443375
21.677460,3095.672826,2.407167,-5.443383
21.680000,3095.672796,2.407167,-5.443383
21.704873,3095.668241,2.407177,-5.443382
21.729745,3095.659734,2.407195,-5.443379
21.779491,3095.634875,2.407247,-5.443370
21.829236,3095.594443,2.407332,-5.443356
21.878982,3095.538663,2.407449,-5.443336
22.078696,3095.164304,2.408236,-5.443205
22.278410,3094.559479,2.409508,-5.442993
22.478124,3093.736384,2.411239,-5.442704
22.677838,3092.707135,2.413404,-5.442344
