# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
0.000000,381.474487,2.735272,-1.695791
0.001261,381.474487,2.735272,-1.695791
0.002523,381.474487,2.735272,-1.695791
0.005046,381.474487,2.735272,-1.695791
0.007569,381.474487,2.735272,-1.695791
0.010091,381.474487,2.735272,-1.695791
0.035320,381.474487,2.735272,-1.695791
0.037183,381.474487,2.735272,-1.695791
0.039046,381.474487,2.735272,-1.695791
0.042772,381.474487,2.735272,-1.695791
0.046498,381.474487,2.735272,-1.695791
0.050224,381.474487,2.735272,-1.695791
0.051054,381.474487,2.735272,-1.695791
0.051885,381.474487,2.735272,-1.695791
0.053546,381.474487,2.735272,-1.695791
0.055207,381.474487,2.735272,-1.695791
0.056868,381.474488,2.735272,-1.695791
0.059365,381.474504,2.735272,-1.695791
0.061863,381.474565,2.735272,-1.695791
0.064360,381.474709,2.735273,-1.695792
0.088128,381.487259,2.735362,-1.695841
0.091005,381.491090,2.735389,-1.695856
0.093881,381.495620,2.735421,-1.695874
0.096758,381.500925,2.735459,-1.695895
0.100081,381.508143,2.735510,-1.695923
0.100451,381.509024,2.735516,-1.695926
0.100822,381.509922,2.735523,-1.695930
0.101192,381.510836,2.735529,-1.695934
0.101933,381.512713,2.735542,-1.695941
0.102674,381.514654,2.735556,-1.695949
0.103415,381.516661,2.735570,-1.695956
0.110826,381.540341,2.735738,-1.696049
0.118236,381.570649,2.735952,-1.696168
0.125647,381.607693,2.736215,-1.696314
0.131766,381.643430,2.736467,-1.696454
0.137884,381.683892,2.736754,-1.696613
0.144003,381.729141,2.737074,-1.696791
0.146451,381.748592,2.737212,-1.696867
0.148898,381.768823,2.737355,-1.696946
0.151346,381.789835,2.737503,-1.697029
0.154783,381.820663,2.737722,-1.697150
0.158221,381.853011,2.737951,-1.697277
0.161659,381.886859,2.738190,-1.697410
0.193379,382.266415,2.740876,-1.698900
0.198222,382.334418,2.741357,-1.699167
0.203066,382.404933,2.741856,-1.699443
0.207909,382.477937,2.742373,-1.699730
0.213572,382.566450,2.742999,-1.700077
0.219234,382.658369,2.743650,-1.700438
0.224897,382.753704,2.744324,-1.700812
0.230560,382.852461,2.745023,-1.701200
0.287188,384.029728,2.753354,-1.705821
0.343816,385.556660,2.764159,-1.711815
0.377363,386.628909,2.771747,-1.716024
0.377598,386.636860,2.771803,-1.716056
0.377833,386.644816,2.771860,-1.716087
0.378302,386.660742,2.771972,-1.716149
0.378772,386.676692,2.772085,-1.716212
0.379241,386.692666,2.772198,-1.716275
0.380313,386.729241,2.772457,-1.716418
0.381386,386.765943,2.772717,-1.716562
0.382458,386.802774,2.772977,-1.716707
0.383530,386.839734,2.773239,-1.716852
0.384728,386.881165,2.773532,-1.717015
0.385925,386.922757,2.773826,-1.717178
0.387123,386.964509,2.774122,-1.717342
0.388306,387.005933,2.774415,-1.717504
0.389490,387.047515,2.774709,-1.717668
0.390674,387.089253,2.775005,-1.717831
0.391844,387.130672,2.775298,-1.717994
0.393014,387.172244,2.775592,-1.718157
0.394184,387.213969,2.775887,-1.718321
0.395341,387.255382,2.776180,-1.718484
0.396498,387.296946,2.776474,-1.718647
0.397656,387.338660,2.776770,-1.718810
0.406636,387.667509,2.779097,-1.720101
0.415617,388.005450,2.781488,-1.721428
0.422707,388.278689,2.783422,-1.722501
0.429797,388.557627,2.785396,-1.723595
0.436886,388.842279,2.787410,-1.724713
0.445598,389.199861,2.789940,-1.726117
0.454309,389.566120,2.792532,-1.727554
0.463020,389.941091,2.795186,-1.729026
0.471731,390.324805,2.797901,-1.730532
0.482703,390.820610,2.801410,-1.732479
0.493675,391.330399,2.805017,-1.734480
0.504648,391.854232,2.808724,-1.736536
0.515620,392.392161,2.812531,-1.738648
0.530788,393.159107,2.817958,-1.741658
0.545957,393.953165,2.823577,-1.744775
0.561125,394.774416,2.829389,-1.747999
0.576294,395.622935,2.835393,-1.751330
0.579247,395.791303,2.836585,-1.751991
0.582200,395.960708,2.837783,-1.752656
0.585153,396.131151,2.838990,-1.753325
0.588106,396.302631,2.840203,-1.753998
0.592984,396.588149,2.842223,-1.755119
0.597862,396.876503,2.844264,-1.756251
0.602739,397.167693,2.846325,-1.757394
0.607617,397.461722,2.848405,-1.758548
0.612495,397.758593,2.850506,-1.759713
0.621590,398.319780,2.854477,-1.761916
0.630686,398.890866,2.858519,-1.764158
0.639782,399.471862,2.862630,-1.766439
0.648878,400.062779,2.866812,-1.768758
0.657973,400.663628,2.871064,-1.771117
0.672606,401.651112,2.878051,-1.774993
0.687239,402.664370,2.885222,-1.778971
0.701872,403.703442,2.892575,-1.783050
0.716505,404.768366,2.900111,-1.787230
0.731137,405.859179,2.907830,-1.791512
0.745770,406.975913,2.915732,-1.795896
0.760403,408.118600,2.923818,-1.800381
0.775036,409.287265,2.932089,-1.804969
0.787159,410.275207,2.939080,-1.808847
0.799283,411.281010,2.946197,-1.812795
0.811406,412.304688,2.953441,-1.816814
0.823529,413.346253,2.960812,-1.820902
0.835653,414.405720,2.968309,-1.825061
0.851138,415.785050,2.978070,-1.830476
0.866623,417.193649,2.988038,-1.836005
0.882108,418.631563,2.998213,-1.841649
0.897594,420.098842,3.008596,-1.847409
0.913079,421.595541,3.019188,-1.853284
0.928564,423.121721,3.029988,-1.859275
0.941012,424.369963,3.038821,-1.864175
0.942987,424.569768,3.040235,-1.864960
0.944962,424.770055,3.041652,-1.865746
0.946937,424.970823,3.043073,-1.866534
0.948912,425.172072,3.044497,-1.867324
0.950887,425.373804,3.045925,-1.868116
0.954392,425.732949,3.048466,-1.869526
0.957896,426.093611,3.051018,-1.870941
0.961401,426.455793,3.053581,-1.872363
0.964905,426.819494,3.056155,-1.873791
0.973871,427.756841,3.062788,-1.877470
0.982836,428.704146,3.069492,-1.881189
0.991801,429.661419,3.076266,-1.884947
1.000767,430.628669,3.083111,-1.888744
