# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
0.000000,381.474487,8.406206,-1.200375
0.002535,381.474487,8.406206,-1.200375
0.005070,381.474487,8.406206,-1.200375
0.010140,381.474487,8.406206,-1.200375
0.011154,381.474487,8.406206,-1.200375
0.012168,381.474488,8.406206,-1.200375
0.013946,381.474492,8.406206,-1.200375
0.015723,381.474503,8.406206,-1.200375
0.017501,381.474527,8.406207,-1.200376
0.035280,381.476473,8.406256,-1.200390
0.038835,381.477500,8.406282,-1.200398
0.042391,381.478828,8.406316,-1.200409
0.045947,381.480495,8.406359,-1.200421
0.053058,381.484964,8.406472,-1.200456
0.060169,381.491109,8.406629,-1.200503
0.066030,381.497453,8.406790,-1.200551
0.071890,381.504935,8.406981,-1.200609
0.077751,381.513558,8.407200,-1.200675
0.083611,381.523318,8.407449,-1.200750
0.095332,381.546243,8.408032,-1.200926
0.107053,381.573694,8.408731,-1.201136
0.118774,381.605657,8.409545,-1.201381
0.130495,381.642116,8.410473,-1.201661
0.247705,382.250534,8.425959,-1.206328
0.364915,383.291295,8.452451,-1.214312
0.482124,384.748572,8.489545,-1.225490
0.500422,385.012612,8.496266,-1.227516
0.518719,385.286360,8.503234,-1.229616
0.537016,385.569775,8.510448,-1.231790
0.573611,386.165456,8.525610,-1.236359
0.600973,386.635866,8.537584,-1.239968
0.602549,386.663640,8.538291,-1.240181
0.604125,386.691484,8.539000,-1.240394
0.607276,386.747312,8.540421,-1.240822
0.610428,386.803419,8.541849,-1.241253
0.613579,386.859806,8.543285,-1.241685
0.645092,387.439013,8.558028,-1.246128
0.676606,388.045987,8.573478,-1.250784
0.708119,388.680552,8.589630,-1.255652
0.739633,389.342538,8.606480,-1.260730
0.787694,390.404541,8.633513,-1.268877
0.835755,391.529313,8.662143,-1.277505
0.883816,392.716251,8.692355,-1.286609
0.931878,393.964755,8.724135,-1.296187
1.012994,396.209894,8.781283,-1.313409
1.094110,398.625578,8.842773,-1.331939
1.175226,401.208077,8.908508,-1.351749
1.256343,403.953257,8.978384,-1.372807
1.337459,406.857199,9.052302,-1.395083
1.418575,409.915818,9.130156,-1.418545
1.499691,413.124936,9.211842,-1.443162
1.580807,416.480289,9.297249,-1.468900
1.645871,419.274477,9.368373,-1.490334
1.710935,422.157877,9.441768,-1.512452
1.775998,425.128172,9.517374,-1.535237
1.841062,428.182990,9.595132,-1.558670
1.906126,431.319869,9.674979,-1.582733
1.957580,433.857035,9.739560,-1.602195
2.009033,436.442660,9.805375,-1.622029
2.060487,439.075442,9.872390,-1.642225
2.111941,441.754068,9.940573,-1.662772
2.163395,444.477219,10.009888,-1.683661
2.214849,447.243575,10.080304,-1.704882
2.266303,450.051826,10.151785,-1.726424
2.317757,452.900675,10.224300,-1.748277
2.364439,455.519349,10.290957,-1.768364
2.411120,458.169465,10.358413,-1.788693
2.457802,460.850117,10.426647,-1.809256
2.504483,463.560427,10.495636,-1.830046
2.551165,466.299493,10.565356,-1.851057
2.597846,469.066282,10.635783,-1.872281
2.644528,471.859681,10.706886,-1.893709
2.691210,474.678682,10.778642,-1.915333
2.751650,478.364959,10.872473,-1.943610
2.812090,482.090385,10.967300,-1.972187
2.872531,485.852944,11.063073,-2.001049
2.932971,489.650678,11.159741,-2.030181
2.978830,492.554364,11.233652,-2.052455
3.012994,494.729113,11.289009,-2.069137
3.040888,496.511021,11.334366,-2.082806
3.068781,498.297647,11.379843,-2.096511
3.096675,500.088167,11.425419,-2.110246
3.124568,501.881745,11.471073,-2.124004
3.168360,504.701727,11.542853,-2.145636
3.212151,507.523989,11.614692,-2.167285
3.255942,510.345607,11.686514,-2.188930
3.299734,513.164155,11.758257,-2.210550
3.343525,515.977443,11.829867,-2.232131
3.387316,518.783193,11.901285,-2.253653
3.431108,521.579122,11.972453,-2.275101
3.474899,524.362939,12.043313,-2.296455
3.518691,527.132369,12.113807,-2.317699
3.562482,529.885187,12.183878,-2.338815
3.611631,532.952465,12.205091,-2.357842
3.660779,535.994387,12.225917,-2.376695
3.696292,538.176470,12.240857,-2.390219
3.731805,540.345332,12.255706,-2.403660
3.767318,542.500965,12.270464,-2.417020
3.802830,544.643383,12.285132,-2.430298
3.854453,547.734103,12.306293,-2.449453
3.906075,550.796941,12.327263,-2.468436
3.957697,553.831912,12.348041,-2.487245
4.009319,556.839025,12.368630,-2.505882
4.060941,559.818278,12.389027,-2.524346
4.112563,562.769667,12.409234,-2.542638
4.164186,565.693179,12.429249,-2.560757
4.227631,569.248090,12.453588,-2.582789
4.291077,572.760824,12.477638,-2.604560
4.354523,576.231331,12.501399,-2.626068
4.417969,579.659557,12.524870,-2.647315
4.481415,583.045447,12.548051,-2.668300
4.522854,585.234011,12.563035,-2.681864
4.564293,587.404477,12.577895,-2.695315
4.605731,589.556831,12.592632,-2.708655
4.647170,591.691060,12.607243,-2.721882
4.705023,594.640357,12.627436,-2.740161
4.762877,597.554283,12.647386,-2.758220
4.820730,600.432824,12.667094,-2.776060
4.878583,603.275974,12.686559,-2.793681
4.936437,606.083737,12.705783,-2.811083
4.994290,608.856129,12.724764,-2.828265
5.052143,611.593172,12.743503,-2.845228
5.127977,615.127369,12.767700,-2.867132
5.203810,618.600998,12.791482,-2.888660
5.279643,622.014188,12.814850,-2.909814
5.355476,625.367095,12.837806,-2.930594
5.431310,628.659891,12.860350,-2.951001
5.507143,631.892767,12.882484,-2.971037
5.582976,635.065927,12.904209,-2.990703
5.658809,638.179581,12.925526,-3.010001
5.734642,641.233947,12.946438,-3.028931
5.810476,644.229243,12.966945,-3.047494
5.886309,647.165687,12.987050,-3.065693
5.962142,650.043493,13.006752,-3.083529
6.037975,652.862870,13.026055,-3.101002
6.113808,655.624021,13.044959,-3.118115
6.189642,658.327138,13.063466,-3.134868
6.265475,660.972407,13.081577,-3.151262
6.341308,663.560002,13.099293,-3.167299
6.417141,666.090089,13.116615,-3.182980
