# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
6.492974,668.562822,13.133545,-3.198305
6.568808,670.978346,13.150083,-3.213275
6.643855,673.312647,13.166064,-3.227742
6.718902,675.591176,13.181664,-3.241864
6.793949,677.814046,13.196883,-3.255640
6.868997,679.981366,13.211722,-3.269073
6.944044,682.093234,13.226180,-3.282161
7.005752,683.788256,13.237785,-3.292666
7.067460,685.445899,13.249134,-3.302940
7.129168,687.066209,13.260228,-3.312982
7.190876,688.649230,13.271066,-3.322793
7.315437,691.731183,13.292166,-3.341894
7.439997,694.661692,13.312230,-3.360056
7.564557,697.441056,13.331259,-3.377281
7.689117,700.069555,13.349255,-3.393572
7.813677,702.547458,13.366220,-3.408929
7.938237,704.875030,13.382156,-3.423354
8.062798,707.052532,13.397064,-3.436850
8.187358,709.080233,13.410946,-3.449417
8.276296,710.436530,13.420232,-3.457823
8.365234,711.716697,13.428997,-3.465757
8.454172,712.920841,13.437241,-3.473219
8.543110,714.049070,13.444966,-3.480212
8.632048,715.101498,13.452171,-3.486734
8.797885,716.861859,13.464223,-3.497644
8.963722,718.359894,13.474480,-3.506929
9.129560,719.596471,13.482946,-3.514592
9.295397,720.572517,13.489628,-3.520642
9.461234,721.289022,13.494534,-3.525082
9.627071,721.747029,13.497669,-3.527921
9.744177,721.915323,13.498822,-3.528964
9.839723,721.957820,13.499113,-3.529227
9.840000,721.957819,13.499113,-3.529227
9.852675,721.956675,13.499105,-3.529220
9.865350,721.954430,13.499089,-3.529206
9.890699,721.947752,13.499044,-3.529165
9.916049,721.936724,13.498968,-3.529096
9.941399,721.921398,13.498863,-3.529001
10.061260,721.792151,13.497978,-3.528200
10.181121,721.572862,13.496477,-3.526841
10.300982,721.267675,13.494388,-3.524950
10.420842,720.880253,13.491735,-3.522549
10.602643,720.142929,13.486687,-3.517979
10.784443,719.234004,13.480464,-3.512346
10.966244,718.162645,13.473129,-3.505706
11.148044,716.937488,13.464741,-3.498113
11.329844,715.566851,13.455357,-3.489618
11.642549,712.892723,13.437049,-3.473045
11.955254,709.853950,13.416244,-3.454212
12.267959,706.492064,13.393227,-3.433376
12.580664,702.847513,13.368274,-3.410789
12.893368,698.959056,13.341652,-3.386689
13.206073,694.862840,13.313607,-3.361303
13.657607,688.647229,13.271052,-3.322781
14.109140,682.151634,13.226580,-3.282523
14.560674,675.445521,13.180667,-3.240961
15.012208,668.583449,13.133686,-3.198433
15.463741,661.607387,13.085924,-3.155198
15.915275,654.549065,13.037600,-3.111453
16.366809,647.432035,12.988873,-3.067344
16.818342,640.273587,12.939863,-3.022979
17.480480,629.726930,12.867655,-2.957614
18.142618,619.144201,12.795201,-2.892027
18.804755,608.542075,12.722614,-2.826318
19.466893,597.930680,12.649963,-2.760553
20.129031,587.315831,12.577289,-2.694766
20.769962,577.040981,12.506942,-2.631086
21.410893,566.768198,12.436610,-2.567419
22.051825,556.498589,12.366299,-2.503772
22.692756,546.232743,12.296014,-2.440148
23.330514,536.021859,12.226105,-2.376865
23.968271,525.815382,12.080284,-2.307596
24.606029,515.613631,11.820607,-2.229340
25.092987,507.827556,11.622419,-2.169614
25.579946,500.044707,11.424313,-2.109913
26.066904,492.265223,11.226292,-2.050237
26.553862,484.489096,11.028357,-1.990588
27.153212,474.922827,10.784856,-1.917206
27.752561,465.361593,10.541483,-1.843863
28.351910,455.805293,10.298235,-1.770558
28.951259,446.253821,10.055110,-1.697289
30.044544,428.842898,9.611929,-1.563732
31.137829,411.447158,9.169135,-1.430292
32.231114,394.066117,8.726715,-1.296964
33.023705,381.474492,8.406206,-1.200375
