# Time (s), Z (m), Wind Velocity X (East) (m/s), Wind Velocity Y (North) (m/s)
103.053485,2399.016812,-0.366418,-1.239404
104.438748,2376.458315,-0.356853,-1.263917
105.824011,2353.932619,-0.347301,-1.288394
107.185274,2331.828964,-0.337929,-1.312413
108.546537,2309.756611,-0.328570,-1.336398
109.907800,2287.715361,-0.319224,-1.360349
111.103033,2268.387944,-0.311028,-1.381351
112.298265,2249.084269,-0.302843,-1.402327
116.811362,2176.406184,-0.272026,-1.481302
121.324459,2104.058236,-0.241348,-1.559918
125.837556,2032.034861,-0.210809,-1.638182
126.655593,2019.014623,-0.205288,-1.652330
127.473631,2006.004845,-0.199771,-1.666467
128.291668,1993.005482,-0.194259,-1.680593
129.458338,1974.484407,-0.180927,-1.694031
130.349408,1960.353493,-0.161479,-1.692962
131.240478,1946.236276,-0.142050,-1.691893
132.131549,1932.133215,-0.122640,-1.690826
133.174493,1915.644662,-0.099947,-1.689578
134.217437,1899.176062,-0.077281,-1.688331
135.260381,1882.727473,-0.054643,-1.687086
136.303325,1866.298790,-0.032032,-1.685842
137.692813,1844.441943,-0.001951,-1.684188
139.082301,1822.619965,0.028082,-1.682536
140.471789,1800.832657,0.058068,-1.680887
143.493075,1753.577350,0.123105,-1.677310
146.514360,1706.482884,0.187920,-1.673745
149.535645,1659.546967,0.252518,-1.670193
152.556930,1612.767453,0.316900,-1.666652
156.916379,1545.540237,0.409424,-1.661563
157.633651,1534.509515,0.424606,-1.660728
158.350923,1523.487299,0.439775,-1.659894
159.068195,1512.473565,0.454933,-1.659060
160.502740,1490.470828,0.490405,-1.647548
160.675606,1487.821671,0.496465,-1.642768
161.021338,1482.524718,0.508581,-1.633210
161.367071,1477.229517,0.520693,-1.623655
161.712803,1471.936005,0.532801,-1.614104
162.558143,1458.999834,0.562390,-1.590762
163.403483,1446.073089,0.591958,-1.567437
164.248823,1433.155481,0.621505,-1.544129
165.603280,1412.476843,0.668804,-1.506816
166.957737,1391.821132,0.716050,-1.469545
168.312193,1371.188157,0.763245,-1.432316
169.642701,1350.942007,0.809555,-1.395784
170.973208,1330.717571,0.855815,-1.359291
172.303716,1310.514773,0.902026,-1.322837
173.476388,1292.726465,0.942714,-1.290740
174.649060,1274.954821,0.983363,-1.258673
175.821731,1257.199769,1.023975,-1.226636
176.777243,1242.744894,1.057038,-1.200554
177.732755,1228.300964,1.090076,-1.174492
178.688267,1213.867946,1.123090,-1.148449
179.910596,1195.420509,1.165285,-1.115163
181.132925,1176.990805,1.207440,-1.081908
182.355254,1158.578766,1.249555,-1.048686
187.919623,1074.983143,1.440766,-0.897847
189.310715,1054.140598,1.488440,-0.860239
190.701807,1033.320238,1.523895,-0.838300
191.525509,1021.002081,1.529565,-0.844979
192.349212,1008.691086,1.535233,-0.851655
193.172914,996.387119,1.540897,-0.858326
193.996616,984.090026,1.546558,-0.864994
194.820318,971.799737,1.552216,-0.871657
195.644020,959.516233,1.557870,-0.878318
196.993753,939.402894,1.567129,-0.889223
198.343486,919.307650,1.576380,-0.900119
199.693218,899.230419,1.585623,-0.911005
201.034834,879.291710,1.594802,-0.921816
202.376450,859.370671,1.603972,-0.932617
203.718065,839.467244,1.613135,-0.943409
205.008518,820.339405,1.621940,-0.953781
206.298970,801.227749,1.622357,-0.967504
207.589422,782.132222,1.622173,-0.981457
208.539596,768.082263,1.622038,-0.991723
209.489770,754.041004,1.621903,-1.001983
210.439944,740.008424,1.621768,-1.012237
211.788754,720.103485,1.621576,-1.026781
213.137563,700.215927,1.621385,-1.041313
214.486373,680.345689,1.621194,-1.055832
215.833210,660.521719,1.621003,-1.070317
217.180048,640.714900,1.620812,-1.084790
218.526886,620.925172,1.620622,-1.099250
219.870353,601.201938,1.619537,-1.112925
221.213820,581.495572,1.604227,-1.114896
222.557287,561.805969,1.588930,-1.116865
223.500146,547.997538,1.578203,-1.118246
224.443006,534.197272,1.567481,-1.119626
225.385865,520.405171,1.556766,-1.121005
226.717120,500.945509,1.541648,-1.122951
228.048375,481.502027,1.526542,-1.124896
229.379630,462.074661,1.511449,-1.126838
230.713794,442.620957,1.496336,-1.128784
232.047958,423.183336,1.481235,-1.130728
233.382122,403.761746,1.466146,-1.132670
234.739160,384.023722,1.450101,-1.131139
234.914509,381.474510,1.447800,-1.129813
