time,x,y,z,wind_velocity_x,wind_velocity_y
0.0,0.0,0.0,459.0106201171875,6.967332611352143,2.101370577432974
0.0020330317379156234,0.0,-5.169878828456423e-26,459.0106201171875,6.967332611352143,2.101370577432974
0.004066063475831247,0.0,2.0679515313825692e-25,459.0106201171875,6.967332611352143,2.101370577432974
0.008132126951662494,-1.58997302072552e-10,1.691946214754348e-08,459.0106209033076,6.967332626678001,2.101370578560188
0.008945339646828743,-3.819803838220941e-10,4.064787616479785e-08,459.0106220057885,6.967332648171491,2.10137058014103
0.009758552341994993,-8.982935222981009e-10,9.559057323482719e-08,459.0106245585623,6.967332697939264,2.10137058380144
0.011384977732327491,-2.785475307186015e-09,2.9641222466369596e-07,459.01063388923365,6.967332879845992,2.101370597180644
0.013011403122659991,-6.917564739424866e-09,7.361223947590842e-07,459.01065431925724,6.967333278140886,2.101370626475155
0.01463782851299249,-1.4366167615442064e-08,1.5287544254293246e-06,459.01069114690466,6.967333996116756,2.1013706792821387
0.03090208241631748,-5.016936938409528e-07,5.338699054610334e-05,459.0131006090023,6.967380969946603,2.101374134198069
0.04716633631964247,-2.5042202842857207e-06,0.00026648288843133296,459.02300157223453,6.967573994839027,2.1013883311408765
0.05041918710030747,-3.180805830855892e-06,0.00033848073616553814,459.0263467705715,6.967639211377457,2.1013931278044287
0.05367203788097247,-3.966291085049952e-06,0.00042206698481600654,459.0302303947183,6.967714924832357,2.1013986965141194
0.05692488866163747,-4.862472168731866e-06,0.0005174327660277008,459.03466132512455,6.967801308333128,2.1014050500035815
0.06343059022296746,-6.986500275159959e-06,0.0007434580675804905,459.0451630204759,6.968006044838852,2.1014201083332393
0.06993629178429746,-9.552186852408222e-06,0.0010164818004385736,459.057848379356,6.968253353103286,2.101438297807363
0.07644199334562746,-1.255878061295609e-05,0.001336424017454417,459.0727136872223,6.968543160709317,2.1014596130996877
0.14149900895892742,-6.671183750091135e-05,0.007099041270993962,459.3404591582277,6.973763010488129,2.1018435320224857
0.20655602457222738,-0.00016411688204878282,0.017464254659680777,459.8220526458258,6.983151948610134,2.1025340865715174
0.27161304018552734,-0.0003040060634993439,0.032350354483711714,460.51369771497735,6.99663596142152,2.1035258330571267
0.3366700557988273,-0.00048559721127735736,0.05167410722108267,461.4115271300892,7.014139654971534,2.10481322626909
0.38448380771143487,-0.0006451849779039068,0.06865640277863126,462.2005666450796,7.029522427730793,2.105944626174765
0.43229755962404237,-0.0008265521436641677,0.08795632080169137,463.0972886403285,7.047004531502631,2.1072304314627974
0.4801113115366499,-0.001029377939026421,0.10953972707616466,464.1001071557018,7.066555047094936,2.108668368032699
0.48503866787081146,-0.0010514866484777057,0.1118923926108374,464.20941782375144,7.068686120551747,2.108825108065576
0.4868489214365962,-0.0010567088006963664,0.11276591523451092,464.24993026657427,7.069475933596628,2.108883198659415
0.48865917500238093,-0.0010589822208649754,0.11364423838996786,464.2905920826721,7.070268658758206,2.1089415034388637
0.49227968213395035,-0.0010576176495423844,0.11541048569688545,464.3722142870448,7.071859929915253,2.1090585411189466
0.49590018926551976,-0.0010444028926330045,0.1171959346922916,464.4544332868999,7.073462835938635,2.109176434541156
0.4995206963970892,-0.0010192879579853922,0.11900058333652787,464.5372483844371,7.075077363224338,2.1092951827049196
0.5357257677127836,-0.00011167627370486325,0.13810106575863879,465.3980861696985,7.0918598839747995,2.110529533799564
0.571930839028478,0.001975624592153641,0.15910529190280934,466.3180321978115,7.109794753436207,2.1118486399148586
0.6081359103441724,0.00514731623246595,0.1819747281453987,467.2967245646614,7.1288749160826335,2.113251982118262
0.6443409816598668,0.009215221698844594,0.20664233266512014,468.33376746915803,7.149092655547389,2.1147389928725238
0.7023637322698848,0.016864308050644247,0.24967752250823427,470.1164400315191,7.183846867991743,2.1172951583504074
0.7603864828799028,0.024365417650306902,0.2965295149545456,472.0462984403676,7.221470551973176,2.1200623728944894
0.8184092334899209,0.0293696910894026,0.34645802019675076,474.1216388604289,7.261930490256871,2.123038193383694
0.8764319840999389,0.02890110355055418,0.39854085958017577,476.34068296547076,7.305192013364554,2.1262200698847247
0.934454734709957,0.019383570103242494,0.4516839872035335,478.7015429686046,7.351218317820387,2.1296052955091853
0.9636431667624888,0.009896706121264162,0.47843111239904873,479.9421566936907,7.375404785864703,2.1313842054685406
0.9928315988150207,-0.003477614161123287,0.5049638207428256,481.2178707512332,7.4002755547934385,2.1332134456231215
1.0220200308675527,-0.021326514476411294,0.5311061187866684,482.52838827206375,7.425824836973824,2.1350925902936786
1.0512084629200846,-0.044250968623449696,0.5566779107475479,483.87336642736886,7.452045948763742,2.13702114789965
1.089559938973618,-0.08311096710800933,0.5891038569596186,485.69230370679645,7.487507162430741,2.139629313178163
1.1279114150271512,-0.13317538208196028,0.619815850996443,487.569153259165,7.524097408697118,2.142320518581915
1.1662628910806845,-0.19582634519187245,0.648404821933932,489.50297011733437,7.561798264892649,2.145093409127139
1.2046143671342178,-0.2724103582172853,0.6744750646427979,491.49278006594795,7.600590738136537,2.147946587891196
1.2244590705664506,-0.31793643187619064,0.6868510772039449,492.544048582345,7.621085813971739,2.149453996680862
1.2443037739986835,-0.36770785866641564,0.6984029476156209,493.60990265579306,7.6418652435122,2.150982319629526
1.2641484774309164,-0.42188656100419825,0.7090840868085037,494.6902022944841,7.66292629753824,2.1525313560036174
1.2839931808631493,-0.4806259709655976,0.7188506427142238,495.7848074792776,7.684266246297321,2.154100905030375
1.2976717265610616,-0.5238485731810685,0.7250274962341602,496.5475482403556,7.699136309936694,2.155194595281298
